"HH","EM","EX","AG","CO","OX"
0.350380238776543,0.189087317277622,0.1583024335025,0.251705151424044,0.205948740301745,0.28046054047644
0.280264793362926,0.20101295747137,0.285095727350112,0.379507329112607,0.21009882221793,0.211074068728836
0.285304915015705,0.25127885950412,0.259514106683466,0.201717995369468,0.299036196440608,0.323832596943687
0.233932412776656,0.211102686603319,0.154436691603529,0.235263268382576,0.253935704272573,0.290406538720519
0.233870082598943,0.197341714196738,0.122406305036436,0.210930997304642,0.196441216733979,0.209719356724785
0.287084139529296,0.267345750208593,0.154220779640411,0.282482337984548,0.218585788203282,0.367012648089532
0.252595638021683,0.241109112505988,0.213938524130381,0.236418343557095,0.248291275541812,0.246095984669818
0.290776954627272,0.200855428128425,0.16519847074792,0.264493943237069,0.201658930853785,0.376029417515688
0.293875486832984,0.284699640533118,0.298165665861988,0.264812182660915,0.338373813103765,0.248489706027595
0.262493489927361,0.226103905972827,0.242945370716212,0.310179423293802,0.260461236729807,0.257122944931038
0.385739599328058,0.197218018691181,0.258220216620648,0.246042926480306,0.407031353718724,0.236708972273378
0.256945466374085,0.247183590570356,0.216363829498083,0.37017971645399,0.184583036173746,0.316117451079725
0.424791316945119,0.319419399978862,0.290170927480857,0.324699818291648,0.361753499221536,0.368011568561822
0.349931959062296,0.338731213797712,0.201795047373432,0.223848956415658,0.212733566386137,0.274418562850315
0.578534428226306,0.543216574726668,0.360078728530253,0.636508281631252,0.486759374502563,0.401756248262333
0.252983683027038,0.177102897122862,0.164803805954479,0.256695225597963,0.176691428785591,0.216847136335465
0.3396665833268,0.248780414094393,0.18797387053845,0.252631824919926,0.207155582265003,0.288622186948086
0.3736374535972,0.252173765977766,0.196852864714661,0.26736268851164,0.218346101688874,0.226816991739908
0.302162993478249,0.235448656921101,0.171620859573827,0.277375275427004,0.305426145975642,0.280158834798146
